url,producto,variedad,mercado,volumen,calidad,precioMin,precioProm,precioMax,unidad
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,86,Especial,6.723,6.723,6.723,,,$/caja 16 kilos granel,$/caja 16 kilos granel
20/02/2017,Repollo,Copenhague,Central Lo Valledor de Santiago,1.200,Segunda,378,378,378,,,$/unidad,$/unidad
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,60,Extra (doble especial),7.563,7.563,7.563,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Repollo,Crespo record,Central Lo Valledor de Santiago,6.500,Primera,504,543,588,,,$/unidad,$/unidad
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,380,Primera,4.202,4.202,4.202,,,$/bandeja 10 kilos granel,$/bandeja 10 kilos granel
20/02/2017,Repollo,Crespo record,Central Lo Valledor de Santiago,2.500,Segunda,420,420,420,,,$/unidad,$/unidad
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,20,Primera,134.454,134.454,134.454,,,$/bins (420 kilos),$/bins (420 kilos)
20/02/2017,Repollo,Morada(o),Central Lo Valledor de Santiago,2.300,Primera,420,420,420,,,$/unidad,$/unidad
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,120,Primera,5.882,5.882,5.882,,,$/caja 16 kilos granel,$/caja 16 kilos granel
20/02/2017,Repollo,Morada(o),Central Lo Valledor de Santiago,1.800,Segunda,336,336,336,,,$/unidad,$/unidad
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,245,Segunda,3.361,3.361,3.361,,,$/caja 16 kilos empedrada,$/caja 16 kilos empedrada
20/02/2017,Sandia,Sin especificar,Central Lo Valledor de Santiago,1.600,Cuarta,588,651,756,,,$/unidad,$/unidad
20/02/2017,Nectarín,Super August,Central Lo Valledor de Santiago,37,Tercera,2.521,2.521,2.521,,,$/caja 16 kilos granel,$/caja 16 kilos granel
20/02/2017,Sandia,Sin especificar,Central Lo Valledor de Santiago,2.500,Extra (muy buena),2.017,2.128,2.269,,,$/unidad,$/unidad
